month,doctor_id,doctor_name,specialty,state,region,molecule,brand,therapy_area,prescriptions,unique_patients,total_cost
2023-01-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Tirzepatide,Mounjaro,Diabetes & Metabolic,15,11,16690.04
2023-02-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Tirzepatide,Mounjaro,Diabetes & Metabolic,17,13,19148.64
2023-03-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Tirzepatide,Mounjaro,Diabetes & Metabolic,22,17,24107.3
2023-04-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Tirzepatide,Mounjaro,Diabetes & Metabolic,27,18,27323.08
2023-05-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Tirzepatide,Mounjaro,Diabetes & Metabolic,20,17,21026.77
2023-06-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Tirzepatide,Mounjaro,Diabetes & Metabolic,20,15,21067.37
2023-07-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Tirzepatide,Mounjaro,Diabetes & Metabolic,15,10,15580.1
2023-08-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Tirzepatide,Mounjaro,Diabetes & Metabolic,17,13,18938.61
2023-09-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Tirzepatide,Mounjaro,Diabetes & Metabolic,25,15,25393.57
2023-10-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Tirzepatide,Mounjaro,Diabetes & Metabolic,30,21,32536.92
2023-11-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Tirzepatide,Mounjaro,Diabetes & Metabolic,32,25,31843.8
2023-12-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Tirzepatide,Mounjaro,Diabetes & Metabolic,34,20,38420.31
2024-01-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Tirzepatide,Mounjaro,Diabetes & Metabolic,23,17,23450.09
2024-02-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Tirzepatide,Mounjaro,Diabetes & Metabolic,23,18,25282.92
2024-03-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Tirzepatide,Mounjaro,Diabetes & Metabolic,25,20,24826.57
2024-04-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Tirzepatide,Mounjaro,Diabetes & Metabolic,28,20,27963.78
2024-05-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Tirzepatide,Mounjaro,Diabetes & Metabolic,29,18,28101.73
2024-06-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Tirzepatide,Mounjaro,Diabetes & Metabolic,40,33,42230.4
2024-07-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Tirzepatide,Mounjaro,Diabetes & Metabolic,29,18,32291.76
2024-08-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Tirzepatide,Mounjaro,Diabetes & Metabolic,40,28,43138.91
2024-09-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Tirzepatide,Mounjaro,Diabetes & Metabolic,43,24,42364.81
2024-10-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Tirzepatide,Mounjaro,Diabetes & Metabolic,38,22,39332.8
2024-11-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Tirzepatide,Mounjaro,Diabetes & Metabolic,41,34,43732.92
2024-12-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Tirzepatide,Mounjaro,Diabetes & Metabolic,43,28,47709.69
2022-01-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,19,16,11015.1
2022-02-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,23,14,13034.76
2022-03-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,19,15,10107.76
2022-04-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,16,10,9035.55
2022-05-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,23,18,12671.13
2022-06-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,22,17,12516.48
2022-07-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,16,13,8447.33
2022-08-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,24,18,14238.62
2022-09-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,20,11,11510.95
2022-10-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,18,12,10307.68
2022-11-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,20,15,11834.26
2022-12-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,27,20,13710.81
2023-01-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,24,14,13934.72
2023-02-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,22,16,12903.13
2023-03-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,20,16,11480.47
2023-04-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,24,14,12522.83
2023-05-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,27,19,15400.4
2023-06-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,25,16,14781.74
2023-07-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,22,14,11794.95
2023-08-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,14,12,7952.11
2023-09-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,12,7,6201.83
2023-10-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,24,19,14028.55
2023-11-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,20,14,10575.55
2023-12-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,30,22,17085.08
2024-01-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,22,14,12758.0
2024-02-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,17,11,9879.67
2024-03-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,22,14,11360.69
2024-04-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,38,29,21151.7
2024-05-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,27,22,15323.57
2024-06-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,27,20,14691.1
2024-07-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,28,22,16555.4
2024-08-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,28,17,15348.3
2024-09-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,23,19,13386.43
2024-10-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,27,20,14695.09
2024-11-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,26,16,13369.58
2024-12-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Empagliflozin,Jardiance,Diabetes & Metabolic,27,16,14307.55
2022-01-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,12,7,11432.44
2022-02-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,13,7,12102.86
2022-03-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,14,8,13578.36
2022-04-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,11,9,9495.9
2022-05-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,14,9,11597.79
2022-06-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,16,13,14726.74
2022-07-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,17,13,15733.92
2022-08-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,17,11,14374.77
2022-09-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,18,12,14965.41
2022-10-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,20,13,18369.31
2022-11-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,10,6,9599.96
2022-12-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,15,13,13866.01
2023-01-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,18,12,16458.63
2023-02-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,17,14,14408.4
2023-03-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,23,18,21714.2
2023-04-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,18,14,15856.58
2023-05-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,15,10,13895.39
2023-06-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,12,10,9998.32
2023-07-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,16,13,14616.08
2023-08-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,21,14,20237.01
2023-09-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,23,16,20537.94
2023-10-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,21,13,18424.99
2023-11-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,12,9,10340.53
2023-12-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,12,8,10224.23
2024-01-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,19,11,16155.32
2024-02-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,24,18,22038.13
2024-03-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,24,16,21232.17
2024-04-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,17,10,15113.85
2024-05-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,17,11,15916.67
2024-06-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,19,14,18068.77
2024-07-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,22,19,18262.72
2024-08-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,19,12,17369.69
2024-09-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,16,9,13466.56
2024-10-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,11,8,9829.45
2024-11-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,21,13,19738.84
2024-12-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dulaglutide,Trulicity,Diabetes & Metabolic,26,15,24518.44
2022-01-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,18,11,9344.52
2022-02-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,16,12,9436.05
2022-03-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,14,9,7649.97
2022-04-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,15,13,8422.03
2022-05-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,13,9,7111.0
2022-06-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,16,11,9127.69
2022-07-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,13,10,7580.82
2022-08-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,18,12,10425.69
2022-09-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,14,10,8182.07
2022-10-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,10,6,5516.9
2022-11-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,16,11,9511.89
2022-12-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,18,15,9958.02
2023-01-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,19,12,10364.36
2023-02-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,10,6,5720.23
2023-03-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,12,10,6890.14
2023-04-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,23,13,13033.26
2023-05-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,16,13,9131.99
2023-06-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,18,13,9688.85
2023-07-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,11,8,6636.42
2023-08-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,21,18,12179.27
2023-09-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,13,7,6955.82
2023-10-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,14,12,8461.68
2023-11-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,14,9,7387.8
2023-12-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,14,9,7482.52
2024-01-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,11,9,5751.19
2024-02-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,15,10,8423.66
2024-03-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,18,13,9979.85
2024-04-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,16,11,8280.55
2024-05-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,15,9,7812.53
2024-06-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,19,15,11384.48
2024-07-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,27,17,15382.76
2024-08-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,18,12,9376.42
2024-09-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,13,8,7776.53
2024-10-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,26,18,15016.1
2024-11-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,15,12,8729.76
2024-12-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Dapagliflozin,Farxiga,Diabetes & Metabolic,17,12,9773.77
2022-01-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,18,15,9485.67
2022-02-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,17,12,9548.93
2022-03-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,19,13,9987.25
2022-04-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,10,8,5234.95
2022-05-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,17,13,9391.45
2022-06-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,14,9,7811.86
2022-07-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,13,9,6888.17
2022-08-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,16,12,8937.64
2022-09-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,18,15,9127.77
2022-10-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,14,10,7303.82
2022-11-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,13,11,6859.15
2022-12-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,9,6,4545.77
2023-01-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,14,8,7678.1
2023-02-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,14,9,7256.1
2023-03-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,21,12,11921.9
2023-04-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,9,7,5224.55
2023-05-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,22,17,11531.88
2023-06-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,13,7,6464.22
2023-07-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,5,3,2875.8
2023-08-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,11,9,6163.29
2023-09-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,10,8,5610.08
2023-10-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,16,11,9179.36
2023-11-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,10,6,4969.11
2023-12-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,11,9,5470.03
2024-01-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,13,11,6886.95
2024-02-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,11,8,6034.76
2024-03-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,8,7,3975.06
2024-04-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,8,5,4089.21
2024-05-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,12,9,6881.27
2024-06-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,16,10,8066.71
2024-07-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,11,7,6279.04
2024-08-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,5,3,2646.76
2024-09-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,13,11,7367.12
2024-10-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,14,10,7360.94
2024-11-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,5,3,2503.34
2024-12-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Sitagliptin,Januvia,Diabetes & Metabolic,14,8,8111.01
2022-01-01,DR0004,Dr. Laura Mendoza,Primary Care / Internal Medicine,New York,Northeast,Apixaban,Eliquis,Cardiovascular,33,28,15376.53
